client,purchasing_document_num,comp_code,purchase_doc_category,purchase_doc_type,control_ind_purchasing_document,delection_ind_purchasing_document,status,created_on,name_of_person_created_object,item_num_interval,last_item_num,vendor_acct_num,language_key,payment_key_terms,cash_discount_days1,cash_discount_days2,cash_discount_days3,cash_discount_perc1,cash_discount_perc2,purchasing_org,purchasing_group,currency_key,exchange_rate,exchange_rate_fixing_ind,purchasing_document_date,validity_period_start,validity_period_end,application_closing_date,bid_submission_deadline,quotation_binding_period,warranty_date,bid_invitation_num,quotation_num,quotation_submission_date,your_ref,responsible_salesperson_vendor,vendor_telephone_num,supplying_vendor,customer_num,num_of_principal_purchase_agreement,field_not_used_abgru,complete_delivery_stipulated,goods_receipt_message_ind,supplying_plant_in_transport_order,field_not_used_lblif,incoterms_part_1,incoterms_part_2,target_value_for_header_area,collective_num,num_of_document_condition,pricing_procedure,update_group_for_statistics_update,different_invoicing_party,num_of_foreign_trade_data,our_ref,logical_system,subitems_item_num_interval,document_time_dependent_cond,release_group,release_strategy,purchasing_document_release_ind,release_status,release_not_yet_effected,tax_return_country,scheduling_agreement_documentation_ind,addr_num,sales_tax_id_country,vat_registration_num,reason_for_cancellation,additional_document_num,miscellaneous_provisions_correction,po_not_yet_complete,purchasing_document_processing_state,total_value_at_release_time,purchasing_version_num,scm_process_that_created_po,goods_receipt_reason_code,incompleteness_category,retention_ind,retention_percent,down_payment_ind,down_payment_perc,down_payment_amount_doc_currency,down_payment_due_date,process_idnt_num,part_of_contract_hierarchy,threshold_value_exchange_rate_exists,legal_contract_num,contract_name,contract_release_date,shipping_type,physical_handover_of_goods_loc,shipping_conditions,incoterms_version,incoterms_loc_1,incoterms_loc_2,external_ref_system_id,external_ref_id,internal_key_force_element,internal_version_counter,reloc_id,reloc_step_id,ship_with,card_program,payment_event,internal_generated_sequence_num,payment_by_pcard_ind,seasonal_purchase_order_document,deliver_date_header_all_items_same_date,plant_header_all_items_same_plant,firm_deal_ind,take_acct_purchase_group,take_acct_plants,take_acct_contracts,take_acct_item_categories,take_acct_fixed_date_purchases_ind,consider_budget,take_acct_allocate_table_relevance,take_acct_delivery_period,take_acct_delivery_date,otb_check_level,otb_condition_type,unique_num_of_budget,required_budget,otb_currency,otb_relevant_purchasing_doc_budget,special_release_budget,otb_special_release_reason_profile,budget_type,otb_check_status,otb_check_status_reason_ind,otb_check_type,otb_relevant_contract,otb_indicator_level_for_contracts,distributiong_using_target_value,is_quarantined
100,0003480414,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZPH0013,10,10,0001049619,E,OC45,45,0,0,0.000,0.000,1000,COH,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00, ,1009257538,ZRM000,SAP,0005059552, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,162624.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , ,"FOB Destination, frt prepaid", , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480420,1000,F,ZUB,T, ,9,2021-01-07 06:00:00.000000,ZJK0385,10,10, ,E, ,0,0,0,0.000,0.000,1000,BH9,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , ,5016, , , ,0.00, , , ,SAP, , , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480429,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZJG3066,10,220,0001016250,E,VT60,63,0,0,0.000,0.000,1000,JS3,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00, ,1009258016,ZRM000,SAP,0005022713, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,32355.41, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480431,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZJJ0038,10,10,0001023614,E,N120,120,0,0,0.000,0.000,1000,BG8,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000862, , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00,CONFIRMED,1009258017,ZRM000,SAP,0005026420, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,4573.17, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480437,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZDR0286,10,110,0001028595,E,VT60,63,0,0,0.000,0.000,1000,AY3,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00, ,1009257783,ZRM000,SAP,0005033085, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,2431.76, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480450,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZRW0029,10,10,0001034543,E,N120,120,0,0,0.000,0.000,1000,BH2,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5001057, ,0003040826, , , , , , , ,OFC,"FOB origin,frt collect (OTM)",0.00, ,1009258274,ZRM000,SAP,0005040509, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,35490.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480452,1000,F,UB,T, ,9,2021-01-07 06:00:00.000000,ZTE0001,10,10, ,E, ,0,0,0,0.000,0.000,1000,064,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , ,4015, ,OFC,Inbounds STO,0.00, ,1009258276,ZRM200,SAP, , , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480453,1000,F,UB,T, ,9,2021-01-07 06:00:00.000000,ZTE0001,10,10, ,E, ,0,0,0,0.000,0.000,1000,064,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , ,4015, ,OFC,Inbounds STO,0.00, ,1009258277,ZRM200,SAP, , , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480491,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZRW0029,10,10,0001035334,E,N120,120,0,0,0.000,0.000,1000,BH2,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , ,0003056148, ,4430126398, , , , , ,DPA,Canada,0.00,CONFIRM,1009258300,ZRM000,SAP,0005041398, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , ,Canada, , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480507,1000,F,ZPC, , ,9,2021-01-07 06:00:00.000000,ZJG3066,10,10,0001002640,E,PCRD,0,0,0,0.000,0.000,1000,JS3,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DDP,ELMHURST,0.00, ,1009258033,ZRM000,SAP,0005037456, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , ,VISA,AC,0000002358, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480526,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZBB3021,10,10,0001012763,E,N120,120,0,0,0.000,0.000,1000,AUB,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000984, ,0003019618, , , , , , , ,DPA,"FOB Dest, frt prepaid & add",0.00, ,1009258502,ZRM000,SAP,0005018384, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,18144.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480542,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZLH3059,10,10,0001011692,E,2060,20,60,0,2.000,0.000,1000,KB8,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000933, ,0003017844, , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00, ,1009258311,ZRM000,SAP,0005016663, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,3695.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480557,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZJJ0038,10,20,0001005656,E,2060,20,60,0,2.000,0.000,1000,BG8,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000908, ,0003038361, , , , , , , ,OFC,"FOB origin,frt collect (OTM)",0.00, ,1009258048,ZRM000,SAP,0005008731, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,21725.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480566,1015,F,NB, , ,9,2021-01-07 06:00:00.000000,ZAA3027,10,10,0001052425,E,N120,120,0,0,0.000,0.000,1015,GS9,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0.00, ,1009258522,ZRM000,SAP,0005062460, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,9450.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480584,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZSA0087,10,10,0001020113,E,N120,120,0,0,0.000,0.000,1000,728,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , ,0003055658, ,4430130262, , , , , ,DFP,China,0.00, ,1009257060,ZRM000,SAP,0005022960, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , ,China, , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480613,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZSA0087,10,10,0001020113,E,N120,120,0,0,0.000,0.000,1000,728,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , ,0003055658, ,4430130262, , , , , ,DFP,China,0.00, ,1009257073,ZRM000,SAP,0005022960, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , ,China, , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480624,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZJP0002,10,10,0001002167,E,N120,120,0,0,0.000,0.000,1000,BH3,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DDP,Origin,0.00, ,1009256493,ZRM000,SAP,0005026078, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480634,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZMR0212,10,10,0001011495,E,VT07,10,0,0,0.000,0.000,1000,COJ,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5001047, , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00, ,1009257822,ZRM000,SAP,0005052522, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,36000.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , ,"FOB Destination, frt prepaid", , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480636,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZMR0212,10,10,0001011495,E,VT07,10,0,0,0.000,0.000,1000,COJ,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5001047, , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00, ,1009257823,ZRM000,SAP,0005052522, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,36000.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , ,"FOB Destination, frt prepaid", , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480645,1000,F,ZPC, , ,9,2021-01-07 06:00:00.000000,ZST0084,10,10,0001029251,E,PCRD,0,0,0,0.000,0.000,1000,AM4,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00,X,1009258332,ZRM000,SAP,0005033862, , , ,1, ,01,PA,A,X, ,US, ,0001398113,US, ,0, , , ,05,4425.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , ,VISA,AC,0000002079, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480663,1000,F,ZPC, , ,9,2021-01-07 06:00:00.000000,ZCV0007,10,20,0001013110,E,PCRD,0,0,0,0.000,0.000,1000,BG3,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0.00,1/7/2021,1009258554,ZRM000,SAP,0005037316, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , ,VISA,AC,0000000693, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480677,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZTI0001,10,10,0001012763,E,N120,120,0,0,0.000,0.000,1000,AT1,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000984, , , , , , , , , ,DPA,"FOB Dest, frt prepaid & add",0.00, ,1009258562,ZRM000,SAP,0005018384, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,6680.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480693,1000,F,ZUB,T, ,9,2021-01-07 06:00:00.000000,ZDR0314,10,20, ,E, ,0,0,0,0.000,0.000,1000,AZ6,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , ,5007, , , ,0.00, , , ,SAP, , , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480699,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZCV0007,10,30,0001000841,E,VT60,63,0,0,0.000,0.000,1000,BG3,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DDP,FOB,0.00,1/9/2021,1009258572,ZRM000,SAP,0005001321, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480711,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZTC0019,10,10,0001009980,E,CHEP,10,45,0,1.500,0.000,1000,AZA,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , ,0003041312, , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00, , ,ZRM000,SAP,0005012895, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480717,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZCV0007,10,20,0001040600,E,2060,20,60,0,2.000,0.000,1000,BG3,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00,1/7/2021,1009258580,ZRM000,SAP,0005025305, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480722,1000,F,NB, , ,9,2021-01-07 06:00:00.000000,ZCV0007,10,20,0001040600,E,2060,20,60,0,2.000,0.000,1000,BG3,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00,1/7/2021,1009258583,ZRM000,SAP,0005025305, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003480739,1015,F,NB, , ,9,2021-01-07 06:00:00.000000,ZAA3027,10,10,0001035334,E,N120,120,0,0,0.000,0.000,1015,GS9,USD,1.00000, ,2021-01-07 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0.00, ,1009258596,ZRM000,SAP,0005041398, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
