client,vendor_account_number,country_key,name,name_2,name_3,name_4,city,district,po_box,po_box_postal_code,postal_code,region,sort_field,matchcode_search_term_1,matchcode_search_term_2,matchcode_search_term_3,title_anred,train_station,international_location_number_1,international_location_number_2,authorization_group,industry_key,international_location_number_check_digit,data_communication_line_num,data_medium_exchange_indicator,data_medium_exchange_instruction_key,record_created_on,object_created_by,isr_susbcriber_num,group_key,vendor_account_group,competitor,master_record_central_deletion_flag,physical_inventory_blocking_indicator,centrally_imposed_purchasing_block,language_text,vat_liability,one_time_account_indicator,alternative_payee_allowed_indicator,company_id,natural_person,function_that_will_be_blocked,birthdate_of_person_withholding_tax,last_review,vendor_qm_system,one_time_account_reference_account_group,po_box_city,plant,vendor_subrange_indicator,plant_level_indicator,factory_calendar_key,data_transfer_status,tax_jurisdiction,payment_block,standard_carrier_access_code,forwarding_agent_freight_group,transportation_zone,alternative_payee_indicator,service_agent_procedure_group,profession,shipment_details,external_manufacturer_code_name,uniform_resource_locator,representative_name,business_type,industry_type,change_authorization_status,changes_confirmation_status,last_change_confirmation_time,master_record_central_deletion_block,certification_validity_date,vendor_proof_of_delivery_relevant_indicator,master_record_account_number,carrier_confirmation_indicator,micro_company_indicator,liability_terms,business_purpose_completed_flag,industry_main_type,company_size,declaration_regimen_pis_or_cofins,currency,agency_location_code,payment_office,processor_group,subledger_acct_preprocessing_procedure,name_1_pson1,name_2_pson2,name_3_pson3,first_name,title_psotl,transportation_chain,staging_time_in_days,schedule_procedure,cross_docking_for_collective_numbering,global_dnb_code,global_dnb_name,is_quarantined,start_at,end_at
100,0001001729,US,O C N J INC, , , ,CLIFTON,PASSAIC, , ,07013-1607,NJ,NO TAX ID,O C N J INC, ,CLIFTON, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3103104300, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:20.000000,""
100,0001001741,US,MINNESOTA SUPPLY COMPANY,MRO ONLY, , ,EDEN PRAIRIE, , , ,55344-3308,MN,410751936,MINNESOTA SUPPLY COMPANY,MRO ONLY,EDEN PRAIRIE, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS EXIT,ZKRD,0060000466, , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2011-08-04 05:00:00.000000, , , , ,X,X, ,X,2405313600, , , , , , , , , , , ,EP_MROC_MRO_MATERIAL VEND, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:27.000000,""
100,0001001751,US,MILTON TRANS,ATTN DANA, , ,MILTON, ,355,17847-0355,17847-7519,PA,NO TAX ID,MILTON TRANS,ATTN DANA,MILTON, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2014-09-03 05:00:00.000000, , , , ,X,X, ,X,3909700000, , , , , , , , , , , ,NEP_Transportation, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:19.000000,""
100,0001001754,US,TOWNSHIP OF CRANBERRY PA,TAX COLLECTOR, , ,CRANBERRY TOWNSHIP, , , ,16066-6422,PA,256001056,TOWNSHIP OF CRANBERRY PA,TAX COLLECTOR,CRANBERRY TOWNSHIP, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3901911620, , , , , , , , , , , ,NEP_SGA_Gov't Tax & Garnish, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:22.000000,""
100,0001001756,US,JOHNSON BEVERLY,DBA FATBACK CATERING, , ,JUNCTION CITY,GEARY, , ,66441-3915,KS,450486273,JOHNSON BEVERLY,DBA FATBACK CATERING,JUNCTION CITY, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1706104300, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:21.000000,""
100,0001001758,US,WHOLESALE PARTS COMPANY INC, , , ,POCATELLO,BANNOCK,4885, ,83204-3414,ID,820483318,WHOLESALE PARTS COMPANY I, ,POCATELLO, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1300502400, , , , , , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:44.000000,""
100,0001001773,US,STATE OF CONNECTICUT,SECRETARY OF STATE DOCUMENT REVIEW, , ,HARTFORD, ,5055, ,06106-1634,CT,066000798,STATE OF CONNECTICUT,SECRETARY OF STATE DOCUME,HARTFORD, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0700302000, , , , , , , , , , , ,NEP_SGA_Gov't Tax & Garnish, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:21.000000,""
100,0001001775,US,BELL-MARK SALES CO, , , ,PINE BROOK, ,2007,07058-2007,07058-9581,NJ,221667289,BELL-MARK SALES CO, ,PINE BROOK, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3102737400, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:32.000000,""
100,0001001791,US,TOPPAS FOOD SERVICE AND PAPER SUPLY, , , ,MIDDLETOWN,NEWPORT,6008, ,02842-7202,RI,050312121,TOPPAS FOOD SERVICE AND P, ,MIDDLETOWN, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD,0060002553, , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,4000503900, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:23.000000,""
100,0001001800,US,SCHUSTER COMPANY, , , ,LE MARS,PLYMOUTH,1110, ,51031,IA,420933522,SCHUSTER COMPANY, ,LE MARS, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1614905700, , , , , , , , , , , ,NEP_Transportation, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:23.000000,""
100,0001001815,US,SPECO INC, , , ,SCHILLER PARK, , , ,60176-2311,IL,362125667,SPECO INC, ,SCHILLER PARK, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1403126600, , , , , , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:21.000000,""
100,0001001816,US,TRIANGLE PACKAGE MACHINERY CO, , , ,CHICAGO, , , ,60707-2239,IL,362053124,TRIANGLE PACKAGE MACHINER, ,CHICAGO, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD,0060000192, , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2012-06-14 05:00:00.000000, , , , ,X,X, ,X,1403105100, , , , , , , , , , , ,EP_MROC_MRO_MATERIAL VEND, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:19.000000,""
100,0001001817,US,NEWLY WEDS FOODS INC, , , ,CHICAGO, ,6327,60680-6327,60639-2106,IL,361546460,NEWLY WEDS FOODS INC, ,CHICAGO, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,STRT CORE,ZKRD,0060008954, , , ,E, , , , , , ,2012-09-17 05:00:00.000000,2017-01-12 06:00:00.000000, , , , ,X,X, ,X,1403105100, , , ,606, , , , , , , ,EP_Ingredient Grains_Grains, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:23.000000,""
100,0001001820,US,TRAVEL TRADERS HOTEL STORES INC, , , ,MIAMI,MIAMI-DADE, , ,33126-6020,FL,581963558,TRAVEL TRADERS HOTEL STOR, ,MIAMI, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1002500000, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:42.000000,""
100,0001001829,US,CARRY TRANSIT, , , ,OAK BROOK, , , ,60523-2285,IL,221848889,CARRY TRANSIT, ,OAK BROOK, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,STRT CORE,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1404333900, , , , , , , , , , , ,NEP_Transportation, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:41.000000,""
100,0001001832,CA,SUMMIT VALVE AND CONTROLS INC, , , ,EDMONTON, , , ,T6B 3M4,AB,NO TAX ID,SUMMIT VALVE AND CONTROLS, ,EDMONTON, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,7000101000, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:19.000000,""
100,0001001848,US,NATIONAL COUNCIL OF JEWISH WOMEN, , , ,NEW YORK,NEW YORK, , ,10010-4237,NY,131041076,NATIONAL COUNCIL OF JEWIS, ,NEW YORK, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3306120100, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:25.000000,""
100,0001001866,US,ERDMAN SUPERMARKETS INC, , , ,KASSON,DODGE,338, ,55944-1447,MN,410840517,ERDMAN SUPERMARKETS INC, ,KASSON, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,2403920160, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:18.000000,""
100,0001001877,US,BURKE INC,DBA SEED STRATEGY INC, , ,CINCINNATI,HAMILTON, , ,45203,OH,311271870,BURKE INC,DBA SEED STRATEGY INC,CINCINNATI, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,2017-03-27 05:00:00.000000,2011-10-05 05:00:00.000000, , , , ,X,X, ,X,3606104900, , , , , , , , , , , ,EP_SGA_RQI, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:30.000000,""
100,0001001891,US,KUCHARO JR DONALD D,DBA DONALD D KUCHARO CO, , ,DAVENPORT,SCOTT,727,52722-0013,52804-9314,IA,483543885,KUCHARO JR DONALD D,DBA DONALD D KUCHARO CO,DAVENPORT, , ,0,0, ,0005,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,BELTENDORF, ,X,X, ,X,1616302800, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:20.000000,""
100,0001001894,US,HALLS FAST MOTOR FREIGHT INC, , , ,SOUTH PLAINFIELD,MIDDLESEX,378, ,07080-4800,NJ,221766202,HALLS FAST MOTOR FREIGHT, ,SOUTH PLAINFIELD, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,STRT NICHE,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3102324000, , , , , , , , , , , ,NEP_Transportation, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:26.000000,""
100,0001001895,US,NATIONAL EQUIPMENT CORP,DBA UNION STANDARD EQUIPMENT CO, , ,BRONX, , , ,10454-1917,NY,135531335,NATIONAL EQUIPMENT CORP,DBA UNION STANDARD EQUIPM,BRONX, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,2014-05-22 05:00:00.000000,2014-05-22 05:00:00.000000, , , , ,X,X, ,X,3300520100, , , , , , , , , , , ,EP_MROC_CAPITAL_EQUIPMENT VEND, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:30.000000,""
100,0001001901,US,HYWAY TRUCKING COMPANY, , , ,FINDLAY, ,416,45839-0416,45840-1914,OH,341545058,HYWAY TRUCKING COMPANY, ,FINDLAY, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,STRT CORE,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2014-08-29 05:00:00.000000, , , , ,X,X, ,X,3606308300, , , , , , , , , , , ,NEP_Transportation, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:26.000000,""
100,0001001902,US,ICIX NORTH AMERICA LLC, , , ,SOUTH SAN FRANCISCO,SAN MATEO, , ,94080-1828,CA,562473373,ICIX NORTH AMERICA LLC, ,SOUTH SAN FRANCISCO, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,STRT NICHE,ZKRD, , , , ,E, , , , , , ,2010-04-01 05:00:00.000000,2012-08-13 05:00:00.000000, , , , ,X,X, ,X,0508134600, , , , , , , , , , , ,EP_SGA_RQI, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:08.000000,""
100,0001001907,US,MEYER TROY,DBA MCNEAL METAL WORKS LLC, , ,SAINT JAMES,WATONWAN, , ,56081-2434,MN,161738235,MEYER TROY,DBA MCNEAL METAL WORKS LL,SAINT JAMES, , ,0,0, ,0005,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,2416510500, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:11.000000,""
100,0001001910,US,ODYSSEY SOFTWARE INC, , , ,WEST HENRIETTA,MONROE, , ,14586-9687,NY,161493877,ODYSSEY SOFTWARE INC, ,WEST HENRIETTA, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3305500000, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:12.000000,""
100,0001001912,US,CM ANALYTICAL INC, , , ,GILROY,SANTA CLARA, , ,95020-7021,CA,770242778,CM ANALYTICAL INC, ,GILROY, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0508513400, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:41.000000,""
100,0001001917,US,KINNEY DRUGS CO INC, , , ,GOUVERNEUR,SAINT LAWRENCE, , ,13642-1401,NY,150358720,KINNEY DRUGS CO INC, ,GOUVERNEUR, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3308910800, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:20.000000,""
100,0001001921,US,AMERICAN PAPER & TWINE COMPANY, , , ,NASHVILLE, ,90348,37209-0348,37209-1047,TN,620539002,AMERICAN PAPER & TWINE CO, ,NASHVILLE, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD,0060002557, , , ,E, , , , , , ,2012-12-10 06:00:00.000000,2012-12-11 06:00:00.000000, , , , ,X,X, ,X,4303706200, , , , , , , , , , , ,EP_MROC_MRO_MATERIAL VEND, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:08.000000,""
100,0001001953,US,D & D TIRE, , , ,TWIN FALLS,TWIN FALLS, , ,83301-7328,ID,820389938,D & D TIRE, ,TWIN FALLS, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1308303200, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:41.000000,""
100,0001001956,US,CITY OF CONNELL WA, , , ,CONNELL,FRANKLIN,1200, ,99326,WA,916001415,CITY OF CONNELL WA, ,CONNELL, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,4802116790, , , , , , , , , , , ,NEP_SGA_Gov't Tax & Garnish, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:24.000000,""
100,0001001962,US,HYDRAULIC CONTROLS INC, , , ,EMERYVILLE,ALAMEDA,8007, ,94608-3034,CA,941614076,HYDRAULIC CONTROLS INC, ,EMERYVILLE, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0500111000, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:08.000000,""
100,0001001976,US,UNISAN PRODUCTS, , , ,GOTHENBURG,DAWSON, , ,69138-1008,NE,223094293,UNISAN PRODUCTS, ,GOTHENBURG, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,2804701600, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:08.000000,""
100,0001001978,US,RIVERSIDE RADIOLOGY ASSOC INC, , , ,COLUMBUS,FRANKLIN, , ,43214-3937,OH,310983140,RIVERSIDE RADIOLOGY ASSOC, ,COLUMBUS, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3604905700, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:41.000000,""
100,0001001983,US,J A ENVIRONMENTAL SERVICES, , , ,LAS CRUCES,DONA ANA,824, ,88004,NM,742817406,J A ENVIRONMENTAL SERVICE, ,LAS CRUCES, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3201301700, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:20.000000,""
100,0001001996,US,COUNTY OF SCHENECTADY NY, , , ,SCHENECTADY, , , ,12306-1126,NY,146002431,COUNTY OF SCHENECTADY NY, ,SCHENECTADY, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2018-08-29 05:00:00.000000, , , , ,X,X, ,X,3309300000, , , , , , , , , , , ,NEP_SGA_Gov't Tax & Garnish, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:23.000000,""
100,0001002008,US,NORTH STAR FOODS INC, , , ,SAINT CHARLES, ,587,55972-0587,55972-1079,MN,410972517,NORTH STAR FOODS INC, ,SAINT CHARLES, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD,0060003619, , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2009-07-27 05:00:00.000000, , , , ,X,X, ,X,2416927120, , , , , , , , , , , ,EP_Proteins_Pork, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:28.000000,""
100,0001002030,US,ALL CHEMICAL DISPOSAL INC, , , ,SAN JOSE,SANTA CLARA, , ,95119-1359,CA,770250403,ALL CHEMICAL DISPOSAL INC, ,SAN JOSE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0508530700, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:24.000000,""
